Date;Nom_Entreprise;Secteur;Type_Entreprise;Type_Pub;Programme;Quality_Score;Prix_Euros;Temps_Plateforme;Nb_Visites;Device;Heure_Achat;Visites_Avant_Achat;ID_Campagne;Numero_Campagne;Objectif_Audience_K_Vues;Audience_Realisee_K_Vues;Objectif_Atteint;Taux_Reussite_Campagne_Precedente;Media;Plateforme_Diffusion;Cible;Date_Debut;Date_Fin;Mois;Fenetre_Commerciale;Frequence;Audience_Placement_K_Vues;Reach_K;Couverture_Efficace_K;Taux_Lead;Taux_Vente;Leads_Realises;Ventes_Realises;Objectif_Conversion;Conversion_Realisee;Objectif_Conversion_Atteint
2021-09-19;Garage Caraïbes;Automobile;Association;Citation orale;GRAND FORMAT;8.0;1157.38;33.5;4;Tablet;20.0;6.0;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.41;12.8;9.1;4.3;0.0833;0.0214;1.069;0.274;24.1;25.204;Oui
2021-09-18;Garage Caraïbes;Automobile;Association;Logo fin;GRAND FORMAT;6.6;918.35;23.8;7;Mobile;9.0;3.0;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.16;12.4;10.8;4.1;0.0513;0.0135;0.638;0.168;24.1;25.204;Oui
2021-09-23;Garage Caraïbes;Automobile;Public;Logo début/fin;TECH & CO;7.2;1737.95;;3;;;;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.00;12.4;12.4;4.1;0.0407;0.0105;0.505;0.130;24.1;25.204;Oui
2021-09-22;Garage Caraïbes;Automobile;Public;Mécénat;TECH & CO;6.6;1050.28;;4;;;;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;Spotify;Parent;2021-09-14;2021-09-28;9;Rentrée;1.44;10.6;7.3;3.5;0.0385;0.0119;0.406;0.125;24.1;25.204;Oui
2021-09-23;Garage Caraïbes;Automobile;Privé;Logo fin;ECO MATIN;10.0;1318.09;22.2;2;Mobile;8.0;6.0;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;Facebook;Parent;2021-09-14;2021-09-28;9;Rentrée;1.92;16.3;8.5;5.4;0.0518;0.0077;0.844;0.125;24.1;25.204;Oui
2021-09-19;Garage Caraïbes;Automobile;Privé;Logo fin;ECO MATIN;8.8;873.91;31.1;12;Mobile;12.0;5.0;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.15;11.9;10.4;4.0;0.0345;0.0059;0.411;0.071;24.1;25.204;Oui
2021-09-22;Garage Caraïbes;Automobile;Privé;Logo fin;GRAND FORMAT;6.6;621.32;26.6;6;Desktop;12.0;8.0;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.21;8.4;7.0;2.8;0.0423;0.0086;0.357;0.073;24.1;25.204;Oui
2021-09-17;Garage Caraïbes;Automobile;Particulier;Citation orale;TECH & CO;9.3;2001.59;15.8;6;Desktop;19.0;6.0;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.13;23.4;20.8;7.8;0.0898;0.0258;2.104;0.605;24.1;25.204;Oui
2021-09-14;Garage Caraïbes;Automobile;Privé;Mécénat;TECH & CO;7.8;1228.72;;3;;;;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.27;18.4;14.5;6.1;0.0418;0.0085;0.771;0.156;24.1;25.204;Oui
2021-09-21;Garage Caraïbes;Automobile;Privé;Logo fin;ECO MATIN;7.1;1300.35;20.2;3;Tablet;21.0;3.0;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.10;18.8;17.1;6.3;0.0505;0.0082;0.950;0.154;24.1;25.204;Oui
2021-09-25;Garage Caraïbes;Automobile;Privé;Don;SANTÉ PLUS;7.8;764.1;;4;;;;Garage Caraïbes_L16;16;300;371.8;Oui;46;Lumen;YouTube;Parent;2021-09-14;2021-09-28;9;Rentrée;1.54;10.0;6.5;3.3;0.0556;0.0140;0.555;0.140;24.1;25.204;Oui
2025-01-05;Cocoyer Sucré;Food;Public;Mécénat;SANTÉ PLUS;7.7;830.18;;9;;;;Cocoyer Sucré_L17;17;50;37.2;Non;68;Lumen;Facebook;Parent;2024-12-20;2025-01-10;1;Soldes;1.73;17.2;9.9;5.7;0.0731;0.0181;1.256;0.311;2.2;2.007;Non
2025-01-02;Cocoyer Sucré;Food;Privé;Logo fin;GRAND FORMAT;5.6;886.73;;4;;;;Cocoyer Sucré_L17;17;50;37.2;Non;68;Lumen;YouTube;Parent;2024-12-20;2025-01-10;1;Soldes;1.07;20.0;18.6;6.7;0.0376;0.0085;0.751;0.170;2.2;2.007;Non
2025-01-23;Pneus Atlantique;Automobile;Privé;Mécénat;SANTÉ PLUS;8.9;725.81;;5;;;;Pneus Atlantique_L13;13;100;93.8;Non;65;Lumen;Facebook;Parent;2025-01-18;2025-04-18;1;Soldes;1.63;11.0;6.7;3.7;0.0577;0.0170;0.633;0.186;6.8;7.020;Oui
2025-03-21;Pneus Atlantique;Automobile;Privé;Citation orale;SANTÉ PLUS;8.0;1231.78;28.6;3;Desktop;19.0;5.0;Pneus Atlantique_L13;13;100;93.8;Non;65;Lumen;Facebook;Parent;2025-01-18;2025-04-18;3;Standard;2.10;13.3;6.3;4.4;0.1209;0.0359;1.610;0.479;6.8;7.020;Oui
2025-02-21;Pneus Atlantique;Automobile;Privé;Don;GRAND FORMAT;8.3;1491.57;;5;;;;Pneus Atlantique_L13;13;100;93.8;Non;65;Lumen;YouTube;Parent;2025-01-18;2025-04-18;2;St-Valentin;1.28;16.1;12.6;5.4;0.0380;0.0102;0.611;0.164;6.8;7.020;Oui
2025-01-28;Pneus Atlantique;Automobile;Public;Mécénat;TECH & CO;9.6;1091.29;19.9;4;Desktop;8.0;6.0;Pneus Atlantique_L13;13;100;93.8;Non;65;Lumen;YouTube;Parent;2025-01-18;2025-04-18;1;Soldes;1.00;13.6;13.6;4.5;0.0531;0.0140;0.720;0.190;6.8;7.020;Oui
2025-03-30;Pneus Atlantique;Automobile;Particulier;Citation orale;SANTÉ PLUS;7.1;879.09;29.0;4;Desktop;21.0;4.0;Pneus Atlantique_L13;13;100;93.8;Non;65;Lumen;Facebook;Parent;2025-01-18;2025-04-18;3;Standard;1.92;13.0;6.8;4.3;0.0995;0.0233;1.290;0.302;6.8;7.020;Oui
2025-03-25;Pneus Atlantique;Automobile;Privé;Logo début/fin;TECH & CO;6.9;888.1;21.6;5;Desktop;9.0;5.0;Pneus Atlantique_L13;13;100;93.8;Non;65;Lumen;Spotify;Parent;2025-01-18;2025-04-18;3;Standard;1.48;9.6;6.5;3.2;0.0429;0.0098;0.412;0.094;6.8;7.020;Oui
2025-03-03;Pneus Atlantique;Automobile;Public;Placement produit;SANTÉ PLUS;9.9;2043.9;;18;;;;Pneus Atlantique_L13;13;100;93.8;Non;65;Lumen;YouTube;Parent;2025-01-18;2025-04-18;3;Standard;1.25;17.3;13.8;5.8;0.1010;0.0367;1.744;0.634;6.8;7.020;Oui
2022-05-15;Kanmiyon Service;Automobile;Privé;Logo début/fin;SANTÉ PLUS;8.7;1266.54;;14;;;;Kanmiyon Service_L15;15;50;19.6;Non;89;Lumen;YouTube;Sport_Lover;2022-03-23;2022-05-22;5;Fête-des-mères;1.06;10.2;9.6;3.4;0.0500;0.0099;0.509;0.101;0.9;0.984;Oui
2022-04-26;Kanmiyon Service;Automobile;Privé;Logo fin;SANTÉ PLUS;9.5;624.7;35.4;5;Mobile;15.0;5.0;Kanmiyon Service_L15;15;50;19.6;Non;89;Lumen;YouTube;Sport_Lover;2022-03-23;2022-05-22;4;Standard;1.24;9.5;7.6;3.2;0.0502;0.0101;0.475;0.096;0.9;0.984;Oui
2025-03-04;Speed Antilles;Automobile;Association;Logo début/fin;ECO MATIN;7.9;874.17;22.6;5;Desktop;9.0;8.0;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;Spotify;Sport_Lover;2025-02-25;2025-03-18;3;Standard;1.31;11.4;8.7;3.8;0.0355;0.0067;0.403;0.076;7.7;9.155;Oui
2025-03-06;Speed Antilles;Automobile;Privé;Mécénat;ECO MATIN;9.7;665.63;;5;;;;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;Spotify;Sport_Lover;2025-02-25;2025-03-18;3;Standard;1.83;8.8;4.8;2.9;0.0373;0.0140;0.328;0.123;7.7;9.155;Oui
2025-03-11;Speed Antilles;Automobile;Particulier;Don;SANTÉ PLUS;7.9;403.98;29.0;6;Mobile;23.0;7.0;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;Facebook;Sport_Lover;2025-02-25;2025-03-18;3;Standard;2.45;11.8;4.8;3.9;0.0482;0.0144;0.571;0.170;7.7;9.155;Oui
2025-02-28;Speed Antilles;Automobile;Public;Mécénat;TECH & CO;8.5;924.29;25.2;4;Tablet;16.0;5.0;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;Spotify;Sport_Lover;2025-02-25;2025-03-18;2;St-Valentin;1.37;13.0;9.5;4.3;0.0415;0.0078;0.538;0.101;7.7;9.155;Oui
2025-03-16;Speed Antilles;Automobile;Public;Mécénat;SANTÉ PLUS;8.5;616.21;;3;;;;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;Facebook;Sport_Lover;2025-02-25;2025-03-18;3;Standard;1.91;12.0;6.3;4.0;0.0425;0.0084;0.509;0.101;7.7;9.155;Oui
2025-02-27;Speed Antilles;Automobile;Particulier;Mécénat;TECH & CO;7.5;788.19;;10;;;;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;Spotify;Sport_Lover;2025-02-25;2025-03-18;2;St-Valentin;1.39;10.2;7.4;3.4;0.0570;0.0106;0.581;0.108;7.7;9.155;Oui
2025-02-25;Speed Antilles;Automobile;Public;Logo fin;ECO MATIN;8.4;1354.3;;7;;;;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;YouTube;Sport_Lover;2025-02-25;2025-03-18;2;St-Valentin;1.18;16.9;14.3;5.6;0.0414;0.0082;0.698;0.139;7.7;9.155;Oui
2025-03-08;Speed Antilles;Automobile;Particulier;Logo fin;TECH & CO;8.7;785.42;;11;;;;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;YouTube;Sport_Lover;2025-02-25;2025-03-18;3;Standard;1.00;13.1;13.1;4.4;0.0485;0.0109;0.636;0.143;7.7;9.155;Oui
2025-03-06;Speed Antilles;Automobile;Privé;Mécénat;ECO MATIN;6.8;836.16;;7;;;;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;Facebook;Sport_Lover;2025-02-25;2025-03-18;3;Standard;1.89;11.8;6.3;3.9;0.0710;0.0161;0.841;0.191;7.7;9.155;Oui
2025-02-27;Speed Antilles;Automobile;Public;Placement produit;TECH & CO;9.7;1880.38;19.9;4;Mobile;20.0;5.0;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;YouTube;Sport_Lover;2025-02-25;2025-03-18;2;St-Valentin;1.39;22.5;16.2;7.5;0.0860;0.0347;1.934;0.780;7.7;9.155;Oui
2025-03-08;Speed Antilles;Automobile;Public;Placement produit;GRAND FORMAT;7.0;1311.83;13.0;5;Desktop;14.0;4.0;Speed Antilles_L14;14;200;153.9;Non;55;Lumen;YouTube;Sport_Lover;2025-02-25;2025-03-18;3;Standard;1.18;22.4;19.0;7.5;0.0947;0.0376;2.117;0.840;7.7;9.155;Oui
2020-08-13;Café Robusta;Food;Privé;Logo fin;TECH & CO;8.5;508.21;18.4;4;Tablet;8.0;2.0;Café Robusta_L15;15;200;148.6;Non;71;Lumen;YouTube;Parent;2020-06-21;2020-08-20;8;Été;1.21;8.0;6.6;2.7;0.0581;0.0098;0.464;0.078;14.2;13.651;Non
2020-06-30;Café Robusta;Food;Public;Placement produit;TECH & CO;7.5;1231.54;;6;;;;Café Robusta_L15;15;200;148.6;Non;71;Lumen;Spotify;Parent;2020-06-21;2020-08-20;6;Fête-des-mères;1.35;23.0;17.0;7.7;0.0986;0.0337;2.269;0.776;14.2;13.651;Non
2020-07-20;Café Robusta;Food;Particulier;Logo fin;TECH & CO;8.0;454.02;21.4;6;Desktop;8.0;4.0;Café Robusta_L15;15;200;148.6;Non;71;Lumen;YouTube;Parent;2020-06-21;2020-08-20;7;Été;1.33;10.3;7.7;3.4;0.0455;0.0089;0.467;0.091;14.2;13.651;Non
2020-06-21;Café Robusta;Food;Privé;Citation orale;ECO MATIN;7.6;949.9;30.0;3;Desktop;21.0;4.0;Café Robusta_L15;15;200;148.6;Non;71;Lumen;Spotify;Parent;2020-06-21;2020-08-20;6;Fête-des-mères;1.55;16.0;10.3;5.3;0.0865;0.0335;1.382;0.535;14.2;13.651;Non
2020-07-24;Café Robusta;Food;Privé;Placement produit;ECO MATIN;9.3;846.76;;3;;;;Café Robusta_L15;15;200;148.6;Non;71;Lumen;Facebook;Parent;2020-06-21;2020-08-20;7;Été;1.91;13.0;6.8;4.3;0.1418;0.0564;1.849;0.735;14.2;13.651;Non
2020-08-17;Café Robusta;Food;Privé;Don;ECO MATIN;8.4;461.62;30.1;3;Mobile;19.0;2.0;Café Robusta_L15;15;200;148.6;Non;71;Lumen;Facebook;Parent;2020-06-21;2020-08-20;8;Été;2.36;7.1;3.0;2.4;0.0625;0.0139;0.442;0.098;14.2;13.651;Non
2020-07-12;Café Robusta;Food;Public;Logo fin;ECO MATIN;7.0;1315.34;23.2;4;Desktop;12.0;2.0;Café Robusta_L15;15;200;148.6;Non;71;Lumen;Facebook;Parent;2020-06-21;2020-08-20;7;Été;1.63;24.6;15.1;8.2;0.0448;0.0104;1.101;0.255;14.2;13.651;Non
2020-07-18;Café Robusta;Food;Privé;Citation orale;SANTÉ PLUS;9.0;1254.2;;6;;;;Café Robusta_L15;15;200;148.6;Non;71;Lumen;YouTube;Parent;2020-06-21;2020-08-20;7;Été;1.05;16.0;15.3;5.3;0.1290;0.0412;2.069;0.661;14.2;13.651;Non
2020-07-05;Café Robusta;Food;Association;Placement produit;SANTÉ PLUS;9.1;1133.82;;3;;;;Café Robusta_L15;15;200;148.6;Non;71;Lumen;YouTube;Parent;2020-06-21;2020-08-20;7;Été;1.17;22.5;19.2;7.5;0.1305;0.0435;2.940;0.981;14.2;13.651;Non
2020-07-26;Café Robusta;Food;Public;Don;ECO MATIN;8.9;389.43;;6;;;;Café Robusta_L15;15;200;148.6;Non;71;Lumen;Facebook;Parent;2020-06-21;2020-08-20;7;Été;1.67;8.1;4.9;2.7;0.0820;0.0247;0.668;0.201;14.2;13.651;Non
2025-02-10;NetWaka;Tech;Particulier;Don;SANTÉ PLUS;8.2;515.66;8.4;5;Desktop;13.0;9.0;NetWaka_L14;14;50;71.2;Oui;61;Lumen;Facebook;Professionnel;2024-12-30;2025-02-28;2;St-Valentin;1.38;9.6;6.9;3.2;0.0601;0.0110;0.574;0.105;4.2;4.475;Oui
2025-01-14;NetWaka;Tech;Association;Placement produit;TECH & CO;8.4;1448.24;25.5;3;Mobile;9.0;8.0;NetWaka_L14;14;50;71.2;Oui;61;Lumen;YouTube;Professionnel;2024-12-30;2025-02-28;1;Soldes;1.23;18.0;14.7;6.0;0.1025;0.0314;1.845;0.565;4.2;4.475;Oui
2025-02-12;NetWaka;Tech;Association;Logo début/fin;TECH & CO;6.6;574.55;;10;;;;NetWaka_L14;14;50;71.2;Oui;61;Lumen;Spotify;Professionnel;2024-12-30;2025-02-28;2;St-Valentin;1.17;10.8;9.2;3.6;0.0570;0.0126;0.614;0.136;4.2;4.475;Oui
2025-02-01;NetWaka;Tech;Association;Logo début/fin;GRAND FORMAT;8.4;1065.05;;3;;;;NetWaka_L14;14;50;71.2;Oui;61;Lumen;YouTube;Professionnel;2024-12-30;2025-02-28;2;St-Valentin;1.35;18.1;13.5;6.0;0.0463;0.0099;0.840;0.180;4.2;4.475;Oui
2025-01-22;NetWaka;Tech;Privé;Logo fin;GRAND FORMAT;8.9;1360.9;25.5;8;Desktop;7.0;5.0;NetWaka_L14;14;50;71.2;Oui;61;Lumen;YouTube;Professionnel;2024-12-30;2025-02-28;1;Soldes;1.33;14.8;11.1;4.9;0.0408;0.0071;0.602;0.105;4.2;4.475;Oui
2021-12-25;Plage Évasion;Tourisme;Privé;Citation orale;ECO MATIN;6.7;628.05;;2;;;;Plage Évasion_L14;14;50;35.9;Non;79;Lumen;Spotify;Professionnel;2021-11-05;2022-02-03;12;Noël;2.01;7.7;3.9;2.6;0.1110;0.0414;0.858;0.320;2.3;2.670;Oui
2022-01-29;Plage Évasion;Tourisme;Privé;Don;SANTÉ PLUS;9.8;594.82;;3;;;;Plage Évasion_L14;14;50;35.9;Non;79;Lumen;Facebook;Professionnel;2021-11-05;2022-02-03;1;Soldes;1.82;7.8;4.3;2.6;0.0543;0.0151;0.424;0.118;2.3;2.670;Oui
2022-01-31;Plage Évasion;Tourisme;Privé;Mécénat;GRAND FORMAT;7.6;903.41;;9;;;;Plage Évasion_L14;14;50;35.9;Non;79;Lumen;YouTube;Professionnel;2021-11-05;2022-02-03;1;Soldes;1.09;16.0;14.7;5.3;0.0703;0.0171;1.127;0.274;2.3;2.670;Oui
2022-01-04;Plage Évasion;Tourisme;Privé;Logo fin;ECO MATIN;8.8;686.09;;3;;;;Plage Évasion_L14;14;50;35.9;Non;79;Lumen;Spotify;Professionnel;2021-11-05;2022-02-03;1;Soldes;1.34;4.3;3.2;1.4;0.0610;0.0166;0.261;0.071;2.3;2.670;Oui
2022-07-28;Saveurs Créoles;Food;Privé;Citation orale;ECO MATIN;9.6;1177.25;;6;;;;Saveurs Créoles_L16;16;50;27.6;Non;35;Lumen;YouTube;Parent;2022-06-30;2022-07-30;7;Été;1.00;18.0;18.0;6.0;0.1143;0.0443;2.061;0.799;2.9;2.723;Non
2022-07-14;Saveurs Créoles;Food;Privé;Logo début/fin;ECO MATIN;8.6;754.79;;3;;;;Saveurs Créoles_L16;16;50;27.6;Non;35;Lumen;Facebook;Parent;2022-06-30;2022-07-30;7;Été;1.75;9.6;5.5;3.2;0.0691;0.0175;0.662;0.167;2.9;2.723;Non
2025-04-26;PalmierResort;Tourisme;Association;Logo fin;ECO MATIN;7.1;804.62;;6;;;;PalmierResort_L13;13;50;52.9;Oui;71;Lumen;YouTube;Parent;2025-04-22;2025-07-21;4;Standard;1.20;12.2;10.1;4.1;0.0346;0.0099;0.421;0.121;3.5;3.133;Non
2025-05-31;PalmierResort;Tourisme;Privé;Citation orale;TECH & CO;8.1;1133.86;;2;;;;PalmierResort_L13;13;50;52.9;Oui;71;Lumen;YouTube;Parent;2025-04-22;2025-07-21;5;Fête-des-mères;1.60;12.6;7.9;4.2;0.1019;0.0510;1.288;0.644;3.5;3.133;Non
2025-05-29;PalmierResort;Tourisme;Association;Don;SANTÉ PLUS;8.0;1472.85;;5;;;;PalmierResort_L13;13;50;52.9;Oui;71;Lumen;YouTube;Parent;2025-04-22;2025-07-21;5;Fête-des-mères;1.31;16.5;12.6;5.5;0.0498;0.0116;0.822;0.192;3.5;3.133;Non
2025-07-02;PalmierResort;Tourisme;Privé;Logo début/fin;ECO MATIN;10.0;1154.95;;7;;;;PalmierResort_L13;13;50;52.9;Oui;71;Lumen;Spotify;Parent;2025-04-22;2025-07-21;7;Été;1.47;11.6;7.9;3.9;0.0517;0.0118;0.602;0.137;3.5;3.133;Non
2025-07-13;Hotel Bambou Royal;Tourisme;Privé;Placement produit;SANTÉ PLUS;8.5;1240.16;25.7;2;Tablet;9.0;5.0;Hotel Bambou Royal_L14;14;50;47.1;Non;73;Lumen;Facebook;Professionnel;2025-07-07;2025-07-28;7;Été;1.59;14.8;9.3;4.9;0.0880;0.0302;1.304;0.447;3.1;2.640;Non
2025-07-20;Hotel Bambou Royal;Tourisme;Association;Logo fin;GRAND FORMAT;7.9;1291.79;;10;;;;Hotel Bambou Royal_L14;14;50;47.1;Non;73;Lumen;YouTube;Professionnel;2025-07-07;2025-07-28;7;Été;1.23;32.3;26.2;10.8;0.0414;0.0108;1.336;0.347;3.1;2.640;Non
2023-12-09;CodeKreyol;Tech;Public;Placement produit;SANTÉ PLUS;8.1;1355.36;;22;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;Facebook;Professionnel;2023-11-29;2023-12-13;12;Noël;1.70;14.7;8.6;4.9;0.0691;0.0174;1.016;0.256;21.4;24.843;Oui
2023-12-13;CodeKreyol;Tech;Association;Placement produit;TECH & CO;7.0;1755.7;25.2;4;Desktop;7.0;5.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.30;30.0;23.1;10.0;0.0947;0.0258;2.843;0.774;21.4;24.843;Oui
2023-12-09;CodeKreyol;Tech;Privé;Mécénat;TECH & CO;6.5;977.14;;5;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.17;15.0;12.8;5.0;0.0437;0.0096;0.657;0.145;21.4;24.843;Oui
2023-11-30;CodeKreyol;Tech;Public;Citation orale;ECO MATIN;8.8;1509.54;;6;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;Facebook;Professionnel;2023-11-29;2023-12-13;11;Noël;1.65;14.7;8.9;4.9;0.0622;0.0142;0.912;0.209;21.4;24.843;Oui
2023-12-09;CodeKreyol;Tech;Privé;Don;TECH & CO;7.8;949.94;33.1;8;Mobile;13.0;11.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.22;15.1;12.3;5.0;0.0568;0.0134;0.857;0.202;21.4;24.843;Oui
2023-12-05;CodeKreyol;Tech;Association;Placement produit;SANTÉ PLUS;9.1;1459.63;22.8;3;Desktop;7.0;4.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;Facebook;Professionnel;2023-11-29;2023-12-13;12;Noël;1.82;10.3;5.6;3.4;0.0676;0.0217;0.693;0.222;21.4;24.843;Oui
2023-11-30;CodeKreyol;Tech;Privé;Placement produit;TECH & CO;7.7;948.49;;2;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;Spotify;Professionnel;2023-11-29;2023-12-13;11;Noël;1.30;18.6;14.3;6.2;0.1030;0.0283;1.919;0.527;21.4;24.843;Oui
2023-12-07;CodeKreyol;Tech;Public;Mécénat;SANTÉ PLUS;7.7;1150.59;;12;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.06;8.4;7.9;2.8;0.0443;0.0102;0.370;0.085;21.4;24.843;Oui
2023-12-01;CodeKreyol;Tech;Privé;Logo début/fin;TECH & CO;8.2;1455.67;21.7;9;Tablet;9.0;6.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.38;20.0;14.5;6.7;0.0342;0.0068;0.684;0.136;21.4;24.843;Oui
2023-11-29;CodeKreyol;Tech;Privé;Logo début/fin;GRAND FORMAT;8.2;1154.44;16.3;5;Mobile;10.0;5.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;11;Noël;1.25;13.8;11.0;4.6;0.0356;0.0068;0.492;0.094;21.4;24.843;Oui
2023-12-08;CodeKreyol;Tech;Association;Mécénat;GRAND FORMAT;8.4;1754.82;27.5;6;Desktop;7.0;11.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.12;19.1;17.0;6.4;0.0556;0.0099;1.063;0.189;21.4;24.843;Oui
2023-12-04;CodeKreyol;Tech;Privé;Logo début/fin;TECH & CO;8.3;955.47;;4;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;Spotify;Professionnel;2023-11-29;2023-12-13;12;Noël;1.40;9.6;6.9;3.2;0.0654;0.0101;0.630;0.097;21.4;24.843;Oui
2023-12-13;CodeKreyol;Tech;Association;Logo fin;ECO MATIN;8.2;1517.86;;7;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.20;20.7;17.3;6.9;0.0531;0.0081;1.100;0.168;21.4;24.843;Oui
2023-12-07;CodeKreyol;Tech;Privé;Logo fin;SANTÉ PLUS;7.6;587.73;;7;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;Facebook;Professionnel;2023-11-29;2023-12-13;12;Noël;1.59;7.9;4.9;2.6;0.0367;0.0073;0.289;0.058;21.4;24.843;Oui
2023-12-05;CodeKreyol;Tech;Privé;Citation orale;ECO MATIN;9.8;1494.65;27.4;2;Tablet;8.0;6.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.24;16.5;13.3;5.5;0.0736;0.0171;1.213;0.282;21.4;24.843;Oui
2023-12-04;CodeKreyol;Tech;Public;Mécénat;GRAND FORMAT;8.6;2254.0;9.5;5;Desktop;8.0;8.0;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.67;21.6;12.9;7.2;0.0418;0.0074;0.903;0.160;21.4;24.843;Oui
2023-12-09;CodeKreyol;Tech;Privé;Citation orale;GRAND FORMAT;7.1;2546.13;;3;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.11;17.8;16.0;5.9;0.0686;0.0231;1.220;0.411;21.4;24.843;Oui
2023-12-10;CodeKreyol;Tech;Privé;Logo début/fin;SANTÉ PLUS;6.8;1111.68;;10;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.18;22.0;18.6;7.3;0.0571;0.0082;1.257;0.180;21.4;24.843;Oui
2023-12-01;CodeKreyol;Tech;Privé;Citation orale;SANTÉ PLUS;7.9;1408.56;;6;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;Facebook;Professionnel;2023-11-29;2023-12-13;12;Noël;1.87;16.0;8.5;5.3;0.0648;0.0127;1.036;0.203;21.4;24.843;Oui
2023-11-29;CodeKreyol;Tech;Particulier;Placement produit;GRAND FORMAT;7.5;1764.59;;3;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;11;Noël;1.47;20.3;13.7;6.8;0.0780;0.0232;1.580;0.470;21.4;24.843;Oui
2023-12-08;CodeKreyol;Tech;Privé;Logo début/fin;ECO MATIN;8.5;2014.53;;3;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.30;24.6;18.9;8.2;0.0560;0.0119;1.380;0.294;21.4;24.843;Oui
2023-12-05;CodeKreyol;Tech;Public;Logo début/fin;SANTÉ PLUS;7.2;1391.34;;5;;;;CodeKreyol_L15;15;500;420.8;Non;1;Lumen;YouTube;Professionnel;2023-11-29;2023-12-13;12;Noël;1.22;18.5;15.1;6.2;0.0428;0.0093;0.791;0.172;21.4;24.843;Oui
